"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40044","Low income countries","2017","2017",15495319,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40044","Low income countries","2018","2018",15923569,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40044","Low income countries","2019","2019",16246991,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SAU","Saudi Arabia","2017","2017",16746,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2014","2014",20680,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2015","2015",12344,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2016","2016",12848,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2018","2018",8377,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40616","Asia (Southern)","2014","2014",18989521,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40616","Asia (Southern)","2015","2015",18239733,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40616","Asia (Southern)","2016","2016",16996410,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40616","Asia (Southern)","2017","2017",16326623,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40616","Asia (Southern)","2018","2018",15779262,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40616","Asia (Southern)","2019","2019",14988049,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MWI","Malawi","2014","2014",352323,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MWI","Malawi","2015","2015",471139,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","CIV","Côte d'Ivoire","2014","2014",1230734,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","CIV","Côte d'Ivoire","2018","2018",1219908,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40675","World","2014","2014",62383231,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40675","World","2015","2015",61239185,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40675","World","2016","2016",57917033,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40675","World","2017","2017",56334041,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40675","World","2018","2018",56365616,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40675","World","2019","2019",54988013,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","SEN","Senegal","2017","2017",369919,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","BRB","Barbados","2014","2014",15,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","BTN","Bhutan","2017","2017",5294,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MUS","Mauritius","2018","2018",1233,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40042","Lower middle income countries","2014","2014",39407585,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40042","Lower middle income countries","2015","2015",37117037,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40042","Lower middle income countries","2016","2016",35412382,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40042","Lower middle income countries","2017","2017",34229788,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40042","Lower middle income countries","2018","2018",32720843,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40042","Lower middle income countries","2019","2019",31410357,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BGD","Bangladesh","2014","2014",2009103,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BGD","Bangladesh","2015","2015",1560245,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BGD","Bangladesh","2016","2016",968861,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BGD","Bangladesh","2017","2017",846617,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BGD","Bangladesh","2018","2018",768672,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BGD","Bangladesh","2019","2019",591766,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40606","Africa (Sub-Saharan) ","2014","2014",20015130,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40606","Africa (Sub-Saharan) ","2015","2015",20313095,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40606","Africa (Sub-Saharan) ","2016","2016",20742125,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40606","Africa (Sub-Saharan) ","2017","2017",21137869,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40606","Africa (Sub-Saharan) ","2018","2018",21626301,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40606","Africa (Sub-Saharan) ","2019","2019",22059595,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","GNB","Guinea-Bissau","2014","2014",48621,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","NCL","New Caledonia","2014","2014",140,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MAR","Morocco","2018","2018",59000,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ETH","Ethiopia","2017","2017",3192179,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MYS","Malaysia","2016","2016",59079,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MYS","Malaysia","2017","2017",70330,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MYS","Malaysia","2018","2018",81421,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40530","Central and Eastern Europe","2014","2014",95362,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40530","Central and Eastern Europe","2015","2015",88989,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40530","Central and Eastern Europe","2016","2016",75894,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40530","Central and Eastern Europe","2017","2017",77688,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40530","Central and Eastern Europe","2018","2018",74513,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40530","Central and Eastern Europe","2019","2019",72251,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","WSM","Samoa","2018","2018",94,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40520","Latin America and the Caribbean","2014","2014",844416,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40520","Latin America and the Caribbean","2015","2015",804349,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40520","Latin America and the Caribbean","2016","2016",734675,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40520","Latin America and the Caribbean","2017","2017",719229,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40520","Latin America and the Caribbean","2018","2018",677081,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40520","Latin America and the Caribbean","2019","2019",647864,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","CMR","Cameroon","2018","2018",307850,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40612","Asia (Central)","2014","2014",4297,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40612","Asia (Central)","2015","2015",4120,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40612","Asia (Central)","2016","2016",3948,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40612","Asia (Central)","2017","2017",3794,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40612","Asia (Central)","2018","2018",3923,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40612","Asia (Central)","2019","2019",3563,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","EGY","Egypt","2017","2017",899333,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ALB","Albania","2018","2018",2263,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","IND","India","2018","2018",9138430,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SSD","South Sudan","2018","2018",580065,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","KWT","Kuwait","2015","2015",1968,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","KWT","Kuwait","2017","2017",2217,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","KWT","Kuwait","2018","2018",2880,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TUR","Turkey","2014","2014",66636,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TUR","Turkey","2015","2015",53368,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TUR","Turkey","2016","2016",40634,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TUR","Turkey","2017","2017",27000,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","CHL","Chile","2015","2015",10462,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","CHL","Chile","2017","2017",14017,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SWZ","Eswatini","2018","2018",3886,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","GIN","Guinea","2014","2014",733117,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PLW","Palau","2015","2015",24,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","LAO","Lao People's Democratic Republic","2015","2015",66482,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","SMR","San Marino","2018","2018",,"n","Magnitude nil or negligible"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2014","2014",127117,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2015","2015",110487,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2016","2016",91817,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2017","2017",87104,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2018","2018",94998,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","GLP","Guadeloupe","2014","2014",25,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PSE","Palestine","2014","2014",2939,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PSE","Palestine","2015","2015",2962,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PSE","Palestine","2016","2016",2783,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PSE","Palestine","2018","2018",3625,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","TZA","United Republic of Tanzania","2015","2015",652463,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2014","2014",6690530,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2017","2017",6513144,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ZWE","Zimbabwe","2014","2014",167959,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","JOR","Jordan","2018","2018",4833,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40603","Africa (Northern)","2014","2014",2275576,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40603","Africa (Northern)","2015","2015",2135950,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40603","Africa (Northern)","2016","2016",2592078,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40603","Africa (Northern)","2017","2017",2421709,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40603","Africa (Northern)","2018","2018",2299386,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40603","Africa (Northern)","2019","2019",2230590,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","VUT","Vanuatu","2014","2014",1120,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","VUT","Vanuatu","2018","2018",891,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40613","Asia (South-eastern)","2014","2014",1570466,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40613","Asia (South-eastern)","2015","2015",1416927,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40613","Asia (South-eastern)","2016","2016",1384465,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40613","Asia (South-eastern)","2017","2017",1345166,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40613","Asia (South-eastern)","2018","2018",1353957,,
